date,spot,net_gex,flip,primary_flip,call_wall,put_wall,call_wall_class,put_wall_class,pcr_oi_all,pcr_oi_near,net_vanna,net_charm
2010-08-27,106.86,-849236537.0,,,110.0,100.0,WEAK,WEAK,2.207,1.272,548087757.0,1168419297.0
2010-08-30,105.31,-1812638319.0,,,110.0,100.0,WEAK,WEAK,2.23,2.184,468966791.0,532013146.0
2010-08-31,105.31,-2126396299.0,,,110.0,100.0,WEAK,WEAK,2.182,1.154,467000568.0,791233757.0
2010-09-01,108.46,-1142351624.0,,,110.0,100.0,WEAK,WEAK,2.149,1.186,584330373.0,1065277331.0
2010-09-02,109.47,-781404162.0,,,110.0,100.0,WEAK,WEAK,2.139,1.301,599178785.0,1188513613.0
2010-09-03,110.89,205467661.0,114.73,,110.0,100.0,WEAK,WEAK,2.154,1.449,598850487.0,623781991.0
2010-09-07,109.64,-1031336625.0,,,110.0,100.0,WEAK,WEAK,2.17,0.931,590297515.0,1044379152.0
2010-09-08,110.41,-912019712.0,,,110.0,100.0,WEAK,WEAK,2.219,1.183,612571245.0,1199714294.0
2010-09-09,110.92,-784827804.0,,,110.0,100.0,WEAK,PRIMARY,2.266,1.281,614100650.0,1452525295.0
2010-09-10,111.48,-442230572.0,,,110.0,,WEAK,REMOTE,2.282,1.421,615894647.0,1330512482.0
2010-09-13,112.72,-282687633.0,,,110.0,,WEAK,REMOTE,2.343,2.048,568419837.0,1586612376.0
2010-09-14,112.65,-271035427.0,,,115.0,,WEAK,REMOTE,2.33,2.056,556784356.0,1510986967.0
2010-09-15,113.08,-169643835.0,,,115.0,,WEAK,REMOTE,2.36,2.083,551248066.0,1694502694.0
2010-09-16,113.05,-48520016.0,,,115.0,,WEAK,REMOTE,2.382,2.142,560250662.0,1551729451.0
2010-09-17,112.49,-1489808894.0,,,115.0,,WEAK,REMOTE,2.841,3.524,636166499.0,4795600182.0
2010-09-20,114.21,-528993810.0,,,115.0,,WEAK,REMOTE,2.637,0.786,516328692.0,608453288.0
2010-09-21,113.98,-672795414.0,,,115.0,,WEAK,REMOTE,2.621,1.059,544796637.0,768603904.0
2010-09-22,113.42,-1008501874.0,,,115.0,,WEAK,REMOTE,2.644,1.341,579209999.0,928233749.0
2010-09-23,112.5,-1242852470.0,,,115.0,,WEAK,REMOTE,2.602,2.454,576030204.0,1144154129.0
2010-09-24,114.82,-421977035.0,,,115.0,,WEAK,REMOTE,2.594,2.438,576318030.0,1313354677.0
2010-09-27,114.27,-780560493.0,,,115.0,,WEAK,REMOTE,2.624,2.887,572809902.0,1076418281.0
2010-09-28,114.67,-689859946.0,,,115.0,110.0,PRIMARY,WEAK,2.569,2.265,580468150.0,1386389418.0
2010-09-29,114.47,-848924180.0,,,115.0,110.0,PRIMARY,WEAK,2.566,2.342,587438045.0,2217305181.0
2010-09-30,114.13,-1409094633.0,,,115.0,110.0,PRIMARY,WEAK,2.562,2.366,600828269.0,2149623545.0
2010-10-01,114.61,-803334999.0,,,115.0,110.0,PRIMARY,WEAK,2.483,1.059,618088710.0,1337206262.0
2010-10-04,113.75,-1307994394.0,,,115.0,110.0,PRIMARY,WEAK,2.521,0.874,590529625.0,1018943448.0
2010-10-05,116.04,-502397451.0,,,115.0,110.0,PRIMARY,WEAK,2.511,1.166,553199705.0,1037977759.0
2010-10-06,116.03,-540459765.0,,,115.0,110.0,PRIMARY,WEAK,2.483,1.132,578255348.0,1205239513.0
2010-10-07,115.89,-796122168.0,,,115.0,110.0,PRIMARY,WEAK,2.454,1.436,589997422.0,1667918945.0
2010-10-08,116.54,-264560884.0,,,115.0,110.0,PRIMARY,WEAK,2.438,2.202,585184805.0,1664578760.0
2010-10-11,116.65,-349435824.0,,,115.0,110.0,WEAK,WEAK,2.422,3.844,536888350.0,1450541237.0
2010-10-12,117.01,-247518325.0,,,115.0,110.0,WEAK,WEAK,2.439,3.86,521747014.0,1831798679.0
2010-10-13,117.92,-10945113.0,,,115.0,110.0,WEAK,WEAK,2.489,3.838,511578293.0,1861580050.0
2010-10-14,117.46,-957624261.0,,,115.0,110.0,WEAK,WEAK,2.578,3.942,549807937.0,2234726411.0
2010-10-15,117.7,400816482.0,119.79,,115.0,110.0,WEAK,WEAK,2.58,4.046,581837452.0,2866711012.0
2010-10-18,118.28,-427492956.0,,,115.0,110.0,WEAK,WEAK,2.171,1.673,512096654.0,456525090.0
2010-10-19,116.73,-835277395.0,,,115.0,110.0,WEAK,WEAK,2.148,1.752,533147802.0,573497849.0
2010-10-20,117.87,-636243586.0,,,115.0,110.0,WEAK,WEAK,2.172,1.851,556205434.0,842687380.0
2010-10-21,118.13,-576527684.0,,,115.0,110.0,WEAK,WEAK,2.179,1.846,558508674.0,1302544899.0
2010-10-22,118.35,-964041915.0,,,115.0,110.0,WEAK,WEAK,2.214,2.018,637648024.0,1257022451.0
2010-10-25,118.7,-533000123.0,,,115.0,110.0,WEAK,WEAK,2.225,1.162,560327977.0,571643158.0
2010-10-26,118.72,-603609075.0,,,115.0,110.0,WEAK,WEAK,2.232,1.142,571205327.0,639845507.0
2010-10-27,118.38,-768321930.0,,,115.0,110.0,WEAK,WEAK,2.247,1.302,584385240.0,801420331.0
2010-10-28,118.4,-774283710.0,,,115.0,110.0,WEAK,WEAK,2.25,1.405,596770908.0,1332970193.0
2010-10-29,118.49,-1220729154.0,,,115.0,110.0,WEAK,WEAK,2.248,1.95,618301735.0,1349299297.0
2010-11-01,118.53,-895239829.0,,,115.0,110.0,WEAK,WEAK,2.216,1.554,599091002.0,833079970.0
2010-11-02,119.47,-699938021.0,,,115.0,110.0,WEAK,WEAK,2.19,1.47,596428190.0,1031305388.0
2010-11-03,119.95,-545217593.0,,,115.0,110.0,WEAK,WEAK,2.162,1.715,636389732.0,1395174960.0
2010-11-04,122.26,494324076.0,123.78,,115.0,,WEAK,REMOTE,2.151,1.424,514571159.0,843527318.0
2010-11-05,122.72,988360668.0,122.69,122.69,115.0,,WEAK,REMOTE,2.123,1.436,516986476.0,1162239332.0
2010-11-08,122.49,87203995.0,130.03,,115.0,,WEAK,REMOTE,2.121,1.008,501074416.0,779224420.0
2010-11-09,121.61,-205368237.0,,,115.0,110.0,WEAK,WEAK,2.137,1.104,564246365.0,1015151918.0
2010-11-10,122.1,-178367797.0,,,115.0,110.0,WEAK,WEAK,2.143,1.356,591963232.0,1326943531.0
2010-11-11,121.64,-449462938.0,,,115.0,110.0,WEAK,WEAK,2.136,1.446,591559276.0,1907400413.0
2010-11-12,120.2,-1804472092.0,,,115.0,110.0,WEAK,WEAK,2.121,1.445,614091040.0,1531048101.0
2010-11-15,120.03,-917689083.0,,,115.0,110.0,WEAK,WEAK,2.16,2.497,579045849.0,1598898172.0
2010-11-16,118.16,-1739463369.0,,,115.0,110.0,WEAK,WEAK,2.158,2.466,542258258.0,1830005338.0
2010-11-17,118.22,-1542388472.0,,,120.0,110.0,WEAK,WEAK,2.078,2.13,569645704.0,2298046933.0
2010-11-18,119.96,-689412087.0,,,120.0,110.0,WEAK,WEAK,2.084,2.128,615605732.0,2345986451.0
2010-11-19,120.29,204276787.0,125.3,,120.0,110.0,WEAK,WEAK,2.106,2.141,615372490.0,2669885507.0
2010-11-22,120.19,-290629363.0,,,120.0,110.0,WEAK,WEAK,2.055,1.189,532836344.0,533814054.0
2010-11-23,118.45,-743377227.0,,,120.0,110.0,WEAK,WEAK,2.042,1.505,528665673.0,584647174.0
2010-11-24,120.2,-247199745.0,,,120.0,110.0,WEAK,WEAK,2.053,1.585,548557555.0,899502525.0
2010-11-26,118.8,-594385971.0,,,120.0,110.0,WEAK,WEAK,2.052,1.625,522158119.0,964694421.0
2010-11-29,119.16,-614665732.0,,,120.0,110.0,WEAK,WEAK,2.054,2.33,519684652.0,716049021.0
2010-11-30,118.49,-691241555.0,,,120.0,110.0,WEAK,WEAK,2.064,2.139,503546583.0,864214459.0
2010-12-01,121.01,-3526494.0,,,120.0,110.0,WEAK,WEAK,2.031,1.868,505228003.0,1069434965.0
2010-12-02,122.56,407515917.0,124.68,,120.0,,WEAK,REMOTE,2.027,1.749,477730202.0,725593362.0
2010-12-03,122.89,1895556918.0,122.5,122.5,120.0,,WEAK,REMOTE,2.019,1.493,528957876.0,1521460916.0
2010-12-06,122.76,430761653.0,124.8,,120.0,,WEAK,REMOTE,2.011,0.98,506063775.0,825848017.0
2010-12-07,122.83,461933089.0,124.79,,120.0,,WEAK,REMOTE,2.006,0.938,505241656.0,916713792.0
2010-12-08,123.28,537031144.0,124.8,,120.0,,WEAK,REMOTE,2.01,1.225,491980860.0,921456747.0
2010-12-09,123.76,834540710.0,124.19,,124.0,,WEAK,REMOTE,2.016,1.142,475059646.0,1079911728.0
2010-12-10,124.48,1180483865.0,123.99,123.99,124.0,,WEAK,REMOTE,2.012,1.242,427690276.0,763448638.0
2010-12-13,124.56,889712602.0,124.63,,124.0,,WEAK,REMOTE,2.038,2.085,412536626.0,1082922896.0
2010-12-14,124.67,983252018.0,124.57,124.57,125.0,,WEAK,REMOTE,2.043,2.097,409110822.0,1153121500.0
2010-12-15,124.1,563371396.0,125.27,,125.0,120.0,WEAK,WEAK,2.116,2.25,483184930.0,1341790988.0
2010-12-16,124.82,987547442.0,124.83,,125.0,120.0,WEAK,WEAK,2.125,2.276,461436577.0,2320332745.0
2010-12-17,124.3,-1463872243.0,,,125.0,,PRIMARY,REMOTE,3.029,5.091,645802678.0,4725142602.0
2010-12-20,124.6,-180794441.0,,,125.0,120.0,WEAK,WEAK,2.327,1.331,510084511.0,626911783.0
2010-12-21,125.39,3264646.0,159.7,,125.0,120.0,WEAK,WEAK,2.328,1.367,510525100.0,770895599.0
2010-12-22,125.78,350803109.0,127.8,,125.0,120.0,WEAK,WEAK,2.287,1.348,502884917.0,978466715.0
2010-12-23,125.6,155836297.0,130.76,,125.0,118.0,PRIMARY,WEAK,2.332,1.415,543814964.0,997058494.0
2010-12-27,125.65,-316427139.0,,,125.0,118.0,PRIMARY,WEAK,2.427,3.883,516000396.0,976024695.0
2010-12-28,125.83,-217963077.0,,,125.0,118.0,PRIMARY,WEAK,2.45,3.821,515404186.0,1251646202.0
2010-12-29,125.92,-81725198.0,,,125.0,118.0,WEAK,WEAK,2.439,3.668,510552511.0,1519810581.0
2010-12-30,125.72,-248903453.0,,,125.0,118.0,WEAK,WEAK,2.411,3.63,530799187.0,2614058103.0
2010-12-31,125.75,481250714.0,127.19,,125.0,118.0,WEAK,WEAK,2.423,3.559,591217910.0,2281518782.0
2011-01-03,127.05,-54810747.0,,,125.0,120.0,WEAK,WEAK,2.243,1.328,464146714.0,569337158.0
2011-01-04,126.98,-115772220.0,,,125.0,120.0,WEAK,WEAK,2.219,1.208,496072024.0,671416328.0
2011-01-05,127.64,15835562.0,147.01,,125.0,120.0,WEAK,WEAK,2.214,1.437,477360224.0,737880783.0
2011-01-06,127.39,-96637388.0,,,125.0,120.0,WEAK,WEAK,2.161,1.276,517675991.0,1286510306.0
2011-01-07,127.14,-1119870313.0,,,127.0,120.0,WEAK,WEAK,2.187,1.38,586678240.0,1423764589.0
2011-01-10,126.98,-514846256.0,,,127.0,120.0,WEAK,WEAK,2.292,1.443,573458598.0,904609806.0
2011-01-11,127.43,-344938809.0,,,127.0,120.0,WEAK,WEAK,2.296,1.551,580564175.0,982922172.0
2011-01-12,128.58,128670984.0,134.82,,127.0,120.0,WEAK,WEAK,2.275,1.587,531007045.0,877059607.0
2011-01-13,128.37,31445436.0,144.37,,130.0,120.0,WEAK,WEAK,2.274,1.392,598956259.0,1555497798.0
2011-01-14,129.3,821950094.0,129.63,,130.0,120.0,WEAK,WEAK,2.271,1.408,552535227.0,817430764.0
2011-01-18,129.52,152888706.0,134.98,,130.0,120.0,WEAK,WEAK,2.295,2.573,557337630.0,1011958634.0
2011-01-19,128.25,-944809536.0,,,130.0,125.0,WEAK,WEAK,2.358,2.758,602164760.0,2073110837.0
2011-01-20,128.08,-1397370754.0,,,130.0,125.0,WEAK,WEAK,2.385,2.745,608555804.0,3435333438.0
2011-01-21,128.37,-670415542.0,,,130.0,120.0,WEAK,WEAK,2.427,2.746,617952171.0,4094485912.0
2011-01-24,129.1,-692145258.0,,,130.0,120.0,WEAK,WEAK,2.293,1.15,565048875.0,509430041.0
2011-01-25,129.17,-673375590.0,,,130.0,120.0,WEAK,WEAK,2.295,1.437,587404858.0,679422127.0
2011-01-26,129.67,-735484286.0,,,130.0,125.0,WEAK,WEAK,2.386,1.534,653651998.0,903677182.0
2011-01-27,129.99,-588411829.0,,,130.0,125.0,WEAK,WEAK,2.431,1.531,665034005.0,1261510484.0
2011-01-28,127.72,-2423562125.0,,,130.0,125.0,WEAK,WEAK,2.559,1.584,646916112.0,662721607.0
2011-01-31,128.68,-1800587301.0,,,130.0,125.0,WEAK,WEAK,2.588,1.795,714077420.0,898589049.0
2011-02-01,130.74,-846352696.0,,,130.0,125.0,WEAK,WEAK,2.562,1.72,717841004.0,1040378072.0
2011-02-02,130.49,-1250878201.0,,,130.0,125.0,WEAK,WEAK,2.563,1.899,795822639.0,1495943052.0
2011-02-03,130.78,-1154369574.0,,,130.0,125.0,WEAK,WEAK,2.587,1.865,814407916.0,1982332210.0
2011-02-04,131.15,67302419.0,140.65,,132.0,125.0,WEAK,WEAK,2.517,1.71,871381078.0,1852687382.0
2011-02-07,131.97,-463294949.0,,,132.0,125.0,WEAK,WEAK,2.514,0.861,767556485.0,1254059545.0
2011-02-08,132.57,-144867115.0,,,132.0,125.0,WEAK,WEAK,2.505,1.052,725955415.0,1329193201.0
2011-02-09,132.27,-442996236.0,,,132.0,125.0,WEAK,WEAK,2.501,1.079,775841662.0,1583719908.0
2011-02-10,132.32,-620657068.0,,,132.0,125.0,WEAK,PRIMARY,2.552,1.285,785331328.0,2156110793.0
2011-02-11,133.11,39346285.0,144.88,,132.0,125.0,WEAK,PRIMARY,2.598,1.408,728426141.0,1995169711.0
2011-02-14,133.43,-125828487.0,,,135.0,125.0,WEAK,PRIMARY,2.657,3.565,649916810.0,1967652778.0
2011-02-15,133.01,-479561375.0,,,135.0,125.0,WEAK,WEAK,2.667,3.603,685134235.0,2460302206.0
2011-02-16,133.85,28744114.0,149.41,,135.0,125.0,WEAK,PRIMARY,2.683,3.538,640983246.0,3218334554.0
2011-02-17,134.25,615159238.0,134.93,,135.0,125.0,WEAK,PRIMARY,2.669,3.539,599011517.0,2963323734.0
2011-02-18,134.53,1176103226.0,134.6,,135.0,125.0,WEAK,PRIMARY,2.665,3.538,649330479.0,2947143165.0
2011-02-22,131.83,-1131735107.0,,,135.0,130.0,PRIMARY,WEAK,2.336,1.928,582580959.0,666908431.0
2011-02-23,131.02,-1401939288.0,,,135.0,130.0,WEAK,WEAK,2.306,1.678,602756429.0,808676440.0
2011-02-24,130.93,-1506417967.0,,,135.0,130.0,WEAK,WEAK,2.332,1.579,675079494.0,1416691307.0
2011-02-25,132.33,-1244191262.0,,,135.0,130.0,WEAK,WEAK,2.341,1.373,732393037.0,1358983093.0
2011-02-28,133.15,-568108115.0,,,135.0,130.0,WEAK,WEAK,2.411,1.194,719821375.0,907737799.0
2011-03-01,130.93,-1384759366.0,,,135.0,130.0,WEAK,WEAK,2.407,1.455,723123633.0,1059688808.0
2011-03-02,131.21,-1511506741.0,,,135.0,130.0,WEAK,WEAK,2.428,1.573,745548594.0,1335915156.0
2011-03-03,133.47,-465634438.0,,,135.0,130.0,WEAK,WEAK,2.421,1.7,748157892.0,1821368071.0
2011-03-04,132.47,-1061978279.0,,,135.0,130.0,WEAK,WEAK,2.437,1.845,786896022.0,1670515825.0
2011-03-07,131.43,-1559316865.0,,,135.0,130.0,WEAK,WEAK,2.441,2.186,749820248.0,1278394383.0
2011-03-08,132.58,-1054890109.0,,,135.0,130.0,WEAK,WEAK,2.418,2.108,774393935.0,1560908605.0
2011-03-09,132.39,-1032790724.0,,,135.0,130.0,WEAK,WEAK,2.418,2.096,766096973.0,1842081351.0
2011-03-10,129.94,-2404411080.0,,,135.0,130.0,WEAK,WEAK,2.392,1.916,686116662.0,1461024922.0
2011-03-11,130.84,-1899837178.0,,,135.0,130.0,WEAK,WEAK,2.374,1.655,810790437.0,2229540754.0
2011-03-14,130.05,-2379695552.0,,,135.0,130.0,WEAK,WEAK,2.414,2.629,732331015.0,2048012370.0
2011-03-15,128.56,-2954551410.0,,,135.0,130.0,WEAK,WEAK,2.388,2.572,633869046.0,2119542811.0
2011-03-16,126.18,-3478215613.0,,,135.0,130.0,WEAK,WEAK,2.31,2.487,441824543.0,843934657.0
2011-03-17,127.85,-2677331920.0,,,130.0,120.0,WEAK,WEAK,2.221,2.258,626075839.0,2985684789.0
2011-03-18,127.76,-1293884571.0,,,130.0,120.0,WEAK,WEAK,2.37,2.688,628400357.0,5587142628.0
2011-03-21,129.74,-1032556134.0,,,140.0,120.0,WEAK,WEAK,2.138,1.618,675564702.0,817563349.0
2011-03-22,129.29,-1267558980.0,,,140.0,120.0,WEAK,WEAK,2.128,1.333,701119211.0,964140304.0
2011-03-23,129.66,-1218104649.0,,,140.0,120.0,WEAK,WEAK,2.108,1.324,742758581.0,1173837251.0
2011-03-24,130.9,-725121917.0,,,130.0,120.0,WEAK,WEAK,2.131,2.437,784495382.0,1395311037.0
2011-03-25,131.3,-543011415.0,,,130.0,120.0,WEAK,WEAK,2.148,2.415,850540572.0,1253573292.0
2011-03-28,130.98,-1355665382.0,,,135.0,120.0,WEAK,WEAK,2.227,2.828,779094991.0,1756850438.0
2011-03-29,131.86,-1039641371.0,,,135.0,130.0,WEAK,WEAK,2.265,2.758,855134740.0,2291091466.0
2011-03-30,132.77,-142875260.0,,,140.0,130.0,WEAK,WEAK,2.255,2.643,795818901.0,2957258019.0
2011-03-31,132.59,91364548.0,144.0,,134.0,130.0,WEAK,WEAK,2.229,2.531,886962185.0,3181268279.0
2011-04-01,133.15,113626025.0,142.08,,140.0,130.0,WEAK,WEAK,2.144,1.526,809820177.0,1451771649.0
2011-04-04,133.26,-436430306.0,,,135.0,130.0,WEAK,WEAK,2.169,1.149,803043586.0,1155632609.0
2011-04-05,133.24,-695241033.0,,,135.0,130.0,WEAK,WEAK,2.228,1.399,829199019.0,1325683338.0
2011-04-06,133.66,-319049423.0,,,135.0,130.0,WEAK,WEAK,2.249,1.283,816681293.0,1551069606.0
2011-04-07,133.32,-808510317.0,,,135.0,130.0,WEAK,WEAK,2.258,1.402,845607366.0,1992873601.0
2011-04-08,132.86,-964512711.0,,,135.0,130.0,WEAK,WEAK,2.25,1.349,851751501.0,2213581758.0
2011-04-11,132.46,-1681831507.0,,,135.0,130.0,WEAK,WEAK,2.3,2.739,800992489.0,2082289431.0
2011-04-12,131.47,-2520498190.0,,,135.0,130.0,WEAK,PRIMARY,2.323,2.7,787811876.0,2321170903.0
2011-04-13,131.46,-2720031223.0,,,135.0,130.0,WEAK,WEAK,2.349,2.623,818982580.0,2578043351.0
2011-04-14,131.56,-2687104859.0,,,135.0,130.0,WEAK,WEAK,2.325,2.576,799710984.0,3236567350.0
2011-04-15,132.04,-9218458811.0,,,135.0,130.0,WEAK,WEAK,2.325,2.58,884251061.0,4582900829.0
2011-04-18,130.56,-1617746733.0,,,135.0,130.0,WEAK,WEAK,2.222,1.845,738232426.0,536376552.0
2011-04-19,131.31,-1381095771.0,,,135.0,130.0,WEAK,WEAK,2.186,1.865,837229121.0,798686612.0
2011-04-20,133.1,-895483016.0,,,135.0,130.0,WEAK,WEAK,2.235,1.877,902590959.0,808613741.0
2011-04-21,133.78,-688450806.0,,,135.0,130.0,WEAK,WEAK,2.248,1.92,928407003.0,1364069053.0
2011-04-25,133.64,-995873495.0,,,135.0,130.0,WEAK,WEAK,2.28,1.129,933799742.0,705613681.0
2011-04-26,134.79,-436981563.0,,,135.0,130.0,WEAK,WEAK,2.277,1.201,873505369.0,759725897.0
2011-04-27,135.67,-294126154.0,,,135.0,130.0,WEAK,WEAK,2.281,1.319,868979706.0,849224710.0
2011-04-28,136.11,9442375.0,159.34,,135.0,130.0,WEAK,WEAK,2.231,1.26,895294241.0,1333743878.0
2011-04-29,136.43,-133657377.0,,,135.0,130.0,WEAK,WEAK,2.235,1.318,966622775.0,918630372.0
2011-05-02,136.22,-510099999.0,,,140.0,130.0,WEAK,WEAK,2.323,1.288,927147503.0,961436024.0
2011-05-03,135.73,-1114427822.0,,,140.0,130.0,WEAK,WEAK,2.332,1.734,963825049.0,1132080743.0
2011-05-04,134.83,-1614267451.0,,,140.0,130.0,WEAK,WEAK,2.351,1.644,979243906.0,1158068605.0
2011-05-05,133.61,-2087432197.0,,,135.0,130.0,WEAK,WEAK,2.367,1.277,986386475.0,1863733342.0
2011-05-06,134.2,-1932446670.0,,,135.0,130.0,WEAK,WEAK,2.326,1.274,988921610.0,1469330631.0
2011-05-09,134.72,-1533234874.0,,,135.0,130.0,WEAK,WEAK,2.43,1.71,1007486066.0,1282042464.0
2011-05-10,135.87,-751042741.0,,,135.0,130.0,WEAK,WEAK,2.431,1.899,1004694292.0,1349089456.0
2011-05-11,134.44,-1836904881.0,,,135.0,130.0,WEAK,WEAK,2.438,1.815,1005924749.0,1683807001.0
2011-05-12,135.08,-1559055823.0,,,135.0,130.0,WEAK,WEAK,2.448,1.967,1051652958.0,2178390557.0
2011-05-13,134.04,-1726232103.0,,,135.0,130.0,WEAK,WEAK,2.439,2.337,1022863565.0,1966775675.0
2011-05-16,133.19,-2475406699.0,,,135.0,130.0,WEAK,WEAK,2.453,2.407,916651188.0,2097030380.0
2011-05-17,133.17,-2547523217.0,,,135.0,130.0,WEAK,WEAK,2.453,2.388,931617027.0,2289156652.0
2011-05-18,134.36,-1701367187.0,,,135.0,130.0,WEAK,WEAK,2.479,2.398,982319966.0,2610322820.0
2011-05-19,134.68,-1541590880.0,,,140.0,130.0,WEAK,WEAK,2.466,2.355,983383820.0,3247899700.0
2011-05-20,133.61,-3073188618.0,,,135.0,130.0,WEAK,WEAK,2.478,2.351,1011067086.0,4829310958.0
2011-05-23,132.06,-1873355233.0,,,135.0,130.0,WEAK,WEAK,2.554,1.507,817837055.0,611820260.0
2011-05-24,131.95,-1890308796.0,,,135.0,130.0,WEAK,WEAK,2.522,1.386,855862963.0,745431090.0
2011-05-25,132.39,-1738921965.0,,,135.0,130.0,WEAK,WEAK,2.479,1.664,918159016.0,1040868895.0
2011-05-26,133.0,-1754229218.0,,,135.0,130.0,WEAK,WEAK,2.503,1.719,1003104635.0,1513124842.0
2011-05-27,133.51,-1694679235.0,,,135.0,130.0,WEAK,WEAK,2.5,1.957,1047702303.0,1595105189.0
2011-05-31,134.9,-915123106.0,,,135.0,130.0,WEAK,WEAK,2.524,2.565,1014761326.0,1072842053.0
2011-06-01,131.87,-2401302536.0,,,135.0,130.0,WEAK,WEAK,2.532,2.153,928796259.0,926092553.0
2011-06-02,131.73,-2715646426.0,,,135.0,130.0,WEAK,WEAK,2.473,1.77,951155973.0,1236116388.0
2011-06-03,130.42,-3488847971.0,,,135.0,130.0,WEAK,WEAK,2.451,1.617,933830962.0,617892888.0
2011-06-06,129.04,-3301633445.0,,,135.0,130.0,WEAK,WEAK,2.46,2.348,768061592.0,688444742.0
2011-06-07,128.96,-3355008306.0,,,135.0,130.0,WEAK,WEAK,2.408,1.559,793665965.0,849570933.0
2011-06-08,128.42,-3564918859.0,,,135.0,120.0,WEAK,WEAK,2.408,1.32,785246153.0,932584992.0
2011-06-09,129.4,-3062178759.0,,,135.0,120.0,WEAK,WEAK,2.373,1.069,883607134.0,1541786189.0
2011-06-10,127.6,-3979811275.0,,,135.0,120.0,WEAK,WEAK,2.317,1.184,753264291.0,829468651.0
2011-06-13,127.7,-3651405168.0,,,135.0,120.0,WEAK,WEAK,2.347,1.878,735111919.0,966033610.0
2011-06-14,129.32,-2806643957.0,,,135.0,120.0,WEAK,WEAK,2.29,1.789,863929405.0,1427649056.0
2011-06-15,127.02,-3825827318.0,,,135.0,120.0,WEAK,WEAK,2.249,1.744,683783061.0,1209085538.0
2011-06-16,127.3,-3346021703.0,,,135.0,125.0,WEAK,WEAK,2.194,1.697,716254571.0,1696693726.0
2011-06-17,127.05,-4568120138.0,,,130.0,120.0,WEAK,WEAK,2.194,1.698,717417154.0,4191227548.0
2011-06-20,127.7,-2492570595.0,,,130.0,120.0,WEAK,WEAK,2.423,1.539,729780023.0,839684950.0
2011-06-21,129.45,-1720213053.0,,,130.0,120.0,WEAK,WEAK,2.373,1.367,826839082.0,1083586740.0
2011-06-22,128.67,-2521099984.0,,,130.0,120.0,WEAK,WEAK,2.428,1.912,883911669.0,1520523962.0
2011-06-23,128.3,-2754026151.0,,,130.0,120.0,WEAK,WEAK,2.377,2.009,857584655.0,2103424800.0
2011-06-24,126.81,-4275117433.0,,,130.0,120.0,WEAK,WEAK,2.371,1.908,755426996.0,1233526628.0
2011-06-27,127.94,-2652775368.0,,,130.0,120.0,WEAK,WEAK,2.394,1.926,861572401.0,1988334404.0
2011-06-28,129.61,-1967892173.0,,,130.0,120.0,WEAK,WEAK,2.378,1.819,943499438.0,2562861160.0
2011-06-29,130.72,-1270630858.0,,,130.0,120.0,WEAK,WEAK,2.387,1.941,982031969.0,2473960325.0
2011-06-30,131.97,-380269573.0,,,130.0,120.0,WEAK,WEAK,2.484,1.945,967941091.0,1726353515.0
2011-07-01,133.92,-338240525.0,,,130.0,,WEAK,REMOTE,2.588,2.05,924671887.0,854512359.0
2011-07-05,133.81,-1071843733.0,,,135.0,,WEAK,REMOTE,2.615,2.092,986219786.0,1429712809.0
2011-07-06,133.97,-1078034092.0,,,135.0,,WEAK,REMOTE,2.644,2.052,980904458.0,1681211418.0
2011-07-07,135.36,-332847133.0,,,135.0,,WEAK,REMOTE,2.667,2.159,901344596.0,1607670347.0
2011-07-08,134.4,-1493749108.0,,,135.0,,WEAK,REMOTE,2.703,2.813,1029405333.0,1804595438.0
2011-07-11,131.97,-2956070192.0,,,135.0,120.0,WEAK,WEAK,2.703,2.529,975341005.0,2410521469.0
2011-07-12,131.4,-3169680936.0,,,135.0,120.0,WEAK,WEAK,2.712,2.513,922498747.0,2777628633.0
2011-07-13,131.84,-2787698917.0,,,135.0,120.0,WEAK,WEAK,2.712,2.482,924498413.0,3171450435.0
2011-07-14,130.93,-3453770756.0,,,135.0,120.0,WEAK,WEAK,2.734,2.444,906529809.0,4213030070.0
2011-07-15,131.69,-602500248.0,,,135.0,120.0,WEAK,WEAK,2.736,2.441,962839651.0,5073705157.0
2011-07-18,130.61,-2287096776.0,,,135.0,120.0,WEAK,WEAK,2.86,3.127,794799544.0,652566836.0
2011-07-19,132.73,-1729318484.0,,,135.0,120.0,WEAK,WEAK,2.826,2.515,905090698.0,1027835783.0
2011-07-20,132.65,-1909277985.0,,,135.0,130.0,WEAK,WEAK,2.855,2.367,941078297.0,1407444383.0
2011-07-21,134.49,-1220779665.0,,,135.0,130.0,WEAK,WEAK,2.865,2.48,955184121.0,1661794404.0
2011-07-22,134.58,-837120129.0,,,135.0,130.0,WEAK,WEAK,2.794,1.962,997571224.0,1577258133.0
2011-07-25,133.83,-1786819946.0,,,135.0,130.0,WEAK,WEAK,2.84,1.569,957279579.0,1032436396.0
2011-07-26,133.33,-2023704928.0,,,135.0,130.0,WEAK,WEAK,2.855,1.786,960157069.0,1289277079.0
2011-07-27,130.6,-3083677817.0,,,135.0,130.0,PRIMARY,WEAK,2.843,1.912,831636552.0,708304633.0
2011-07-28,130.22,-3347092783.0,,,135.0,130.0,WEAK,WEAK,2.748,1.42,868278500.0,963784227.0
2011-07-29,129.33,-3476969155.0,,,135.0,130.0,WEAK,WEAK,2.719,1.465,831197329.0,1467201788.0
2011-08-01,128.78,-3048107140.0,,,135.0,130.0,WEAK,WEAK,2.677,1.13,849852594.0,1040164513.0
